Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
639,610,10.17,0.0,Benjamin_Richardson,Benjamin Richardson,2003-12-19,RSA,3,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1148,100_metres,male
640,610,10.17,0.1,Gary_Noa_Jerrel_Bibi,Gary Noa Jerrel Bibi,2000-08-21,MRI,3sf1,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1148,100_metres,male
641,610,10.17,1.1,Joseph_Fahnbulleh,Joseph Fahnbulleh,2001-09-11,LBR,1sf3,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1148,100_metres,male
642,610,10.17,1.5,Sam_Blaskowski,Sam Blaskowski,2002-11-05,USA,6sf3,Hayward Field, Eugene,USA,2024-06-23,1148,100_metres,male
643,610,10.17,1.0,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,2er1,Lee Valley Athletics Centre,London,GBR,2024-06-23,1148,100_metres,male
644,610,10.17,1.4,Ryan_Zeze,Ryan Zeze,1998-01-29,FRA,4,Stade Josette et Roger Mikulak,Angers,FRA,2024-06-28,1148,100_metres,male
645,610,10.17,0.9,Jeff_Erius,Jeff Erius,2004-03-08,FRA,2h3,Stade Josette et Roger Mikulak,Angers,FRA,2024-06-28,1148,100_metres,male
646,610,10.17,0.5,Yuhi_Mori,Yuhi Mori,2003-12-14,JPN,1h7,Denka Big Swan Stadium,Niigata,JPN,2024-06-29,1148,100_metres,male
647,610,10.17,0.9,Ján_Volko,Ján Volko,1996-11-02,SVK,1,Štadión SNP,Banská Bystrica,SVK,2024-06-29,1148,100_metres,male
648,610,10.17,0.9,Bradley_Nkoana,Bradley Nkoana,2005-01-27,RSA,1f2,Netestadion,Lier,BEL,2024-07-06,1148,100_metres,male
649,610,10.17,1.0,Kayinsola_Ajayi,Kayinsola Ajayi,2004-09-14,NGR,1f2,Sportcentrum Wembley,Kortrijk,BEL,2024-07-13,1148,100_metres,male
650,610,10.17,0.0,Duan_Asemota,Duan Asemota,1996-08-29,CAN,5h4,Stade de France,Paris,FRA,2024-08-03,1148,100_metres,male
651,610,10.17,0.3,Ryuichiro_Sakai,Ryuichiro Sakai,1998-03-14,JPN,5h7,Stade de France,Paris,FRA,2024-08-03,1148,100_metres,male
652,610,10.17,0.2,Cejhae_Greene,Cejhae Greene,1995-10-06,ANT,4h8,Stade de France,Paris,FRA,2024-08-03,1148,100_metres,male
653,610,10.17,0.7,Benjamin_Azamati,Benjamin Azamati,1998-01-14,GHA,9sf1,Stade de France,Paris,FRA,2024-08-04,1148,100_metres,male
654,610,10.17,1.7,Stephen_Awuah_Baffour,Stephen Awuah Baffour,2003-11-09,GBR,3er2,London Marathon Community Track,London,GBR,2024-08-18,1148,100_metres,male
655,610,10.17,0.3,Jeremiah_Azu,Jeremiah Azu,2001-05-15,GBR,8,Stadio Olimpico,Roma,ITA,2024-08-30,1148,100_metres,male
656,610,10.17,1.3,Ronnie_Baker,Ronnie Baker,1993-10-15,USA,3,Stadio Quercia,Rovereto,ITA,2024-08-31,1148,100_metres,male
657,610,10.17,1.3,Emil_Mader_Kjær,Emil Mader Kjær,1999-12-20,DEN,1f1,Odense Atletik Stadion,Odense,DEN,2024-08-31,1148,100_metres,male
658,610,10.17,0.3,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,3er1,Stratford Community Track,London,GBR,2024-09-08,1148,100_metres,male
659,610,10.17,1.0,Stephen_Awuah_Baffour,Stephen Awuah Baffour,2003-11-09,GBR,1f2,Complesso Universitario Sportivo Sergio Sabbieti,Camerino,ITA,2024-09-21,1148,100_metres,male
660,660,10.18,1.9,Jake_Penny,Jake Penny,1996-05-02,AUS,4f1,AIS Athletics Track,Canberra,AUS,2024-01-27,1145,100_metres,male
661,660,10.18,0.1,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,1f1,GC Foster College,Spanish Town,JAM,2024-03-09,1145,100_metres,male
662,660,10.18,2.0,Clinton_Muunga,Clinton Muunga,2002-07-08,ZIM,2f1,University of South Florida Track & Field Stadium, Tampa,USA,2024-03-16,1145,100_metres,male
663,660,10.18,1.3,Cheswill_Johnson,Cheswill Johnson,1997-09-30,RSA,1f1,UJ Stadium,Johannesburg,RSA,2024-03-27,1145,100_metres,male
664,660,10.18,0.7,Jamarion_Stubbs,Jamarion Stubbs,2004-09-05,USA,2f1,Percy Beard Track, Gainesville,USA,2024-03-30,1145,100_metres,male
665,660,10.18,1.6,Rodrigo_Do_Nascimento,Rodrigo Do Nascimento,1994-09-26,BRA,3f1,UMiami Cobb Stadium, Coral Gables,USA,2024-04-06,1145,100_metres,male
666,660,10.18,1.6,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,3f1,UMiami Cobb Stadium, Coral Gables,USA,2024-04-06,1145,100_metres,male
667,660,10.18,1.6,Illas_Garcia,Illas Garcia,1998-01-04,USA,3f2,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1145,100_metres,male
668,660,10.18,1.2,John_Otugade,John Otugade,1995-01-24,GBR,3h2,National Training Center, Clermont,USA,2024-04-20,1145,100_metres,male
669,660,10.18,1.5,Reynier_Mena,Reynier Mena,1996-11-21,CUB,1h1,Estádio 1o de Maio,Lisboa,POR,2024-04-25,1145,100_metres,male
670,660,10.18,0.9,Mahamat_Goubaye_Youssouf,Mahamat Goubaye Youssouf,1998-06-27,CHA,f1,Suhaim bin Hamad Stadium,Doha,QAT,2024-04-28,1145,100_metres,male
671,660,10.18,1.8,Yupun_Abeykoon,Yupun Abeykoon,1994-12-31,SRI,3f1,Dubai Police Club Stadium,Dubai,UAE,2024-05-03,1145,100_metres,male
672,660,10.18,0.7,Arturo_Harmodio_Deliser_Espinosa,Arturo Harmodio Deliser Espinosa,1997-04-24,PAN,1h2,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-10,1145,100_metres,male
673,660,10.18,0.7,Erik_Cardoso,Erik Cardoso,2000-03-03,BRA,2h2,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-10,1145,100_metres,male
674,660,10.18,1.1,Patrick_Ize-iyamu,Patrick Ize-iyamu,,USA,1h2,Potts Field, Boulder,USA,2024-05-11,1145,100_metres,male
675,660,10.18,2.0,Christopher_Borzor,Christopher Borzor,1999-04-11,HAI,8f1,National Training Center, Clermont,USA,2024-05-11,1145,100_metres,male
676,660,10.18,1.3,Bruno_Dede,Bruno Dede,1999-10-07,JPN,1h1,Yanmar Stadium Nagai,Osaka,JPN,2024-05-12,1145,100_metres,male
677,660,10.18,1.8,Lorenzo_Patta,Lorenzo Patta,2000-05-23,ITA,2h1,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1145,100_metres,male
678,660,10.18,-1.4,Reynaldo_R._Espinosa,Reynaldo R. Espinosa,2003-02-01,CUB,1f1,Estadio Panamericano,La Habana,CUB,2024-05-17,1153,100_metres,male
679,660,10.18,1.0,Ryo_Wada,Ryo Wada,2000-05-18,JPN,3h2,National Stadium,Tokyo,JPN,2024-05-19,1145,100_metres,male
680,660,10.18,2.0,Ade_Adewale,Ade Adewale,1993-08-27,GBR,3er11,Lee Valley Athletics Centre,London,GBR,2024-05-19,1145,100_metres,male
681,660,10.18,0.9,Mustafa_Kemal_Ay,Mustafa Kemal Ay,1997-10-13,TUR,2,Ataturk Stadyumu,Izmir,TUR,2024-05-25,1145,100_metres,male
682,660,10.18,0.0,Ricardo_Sánchez,Ricardo Sánchez,1999-08-10,ESP,3f1,Helmántico,Salamanca,ESP,2024-06-01,1145,100_metres,male
683,660,10.18,0.9,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,7,National Stadium,Kingston,JAM,2024-06-01,1145,100_metres,male
684,660,10.18,-1.0,Kyree_King,Kyree King,1994-07-09,USA,2,Olympiastadion,Stockholm,SWE,2024-06-02,1151,100_metres,male
685,660,10.18,0.2,Pablo_Mateo,Pablo Mateo,2001-02-01,FRA,1h1,Stadio Olimpico,Roma,ITA,2024-06-07,1145,100_metres,male
686,660,10.18,0.5,Gary_Noa_Jerrel_Bibi,Gary Noa Jerrel Bibi,2000-08-21,MRI,1h1,Complexe athletisme Europe,Colmar,FRA,2024-06-07,1145,100_metres,male
687,660,10.18,0.7,Guillem_Crespi,Guillem Crespi,2002-12-26,ESP,6,Stadio Olimpico,Roma,ITA,2024-06-08,1145,100_metres,male
688,660,10.18,0.3,Owen_Ansah,Owen Ansah,2000-11-28,GER,2sf2,Stadio Olimpico,Roma,ITA,2024-06-08,1145,100_metres,male
689,660,10.18,0.3,Kayinsola_Ajayi,Kayinsola Ajayi,2004-09-14,NGR,1sf2,Samuel Ogbemudia Stadium,Benin City,NGR,2024-06-16,1145,100_metres,male
690,660,10.18,0.3,Benjamin_Azamati,Benjamin Azamati,1998-01-14,GHA,1h2,Kuortaneen keskusurheilukenttä,Kuortane,FIN,2024-06-22,1145,100_metres,male
691,660,10.18,0.0,Emmanuel_Eseme,Emmanuel Eseme,1993-08-17,CMR,3sf2,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1145,100_metres,male
692,660,10.18,0.0,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,2f21,Lee Valley Athletics Centre,London,GBR,2024-06-23,1145,100_metres,male
693,660,10.18,1.3,Neiker_Abello,Neiker Abello,2000-03-30,COL,1h3,Pista atletismo Fuente de la Niña,Guadalajara,ESP,2024-06-23,1145,100_metres,male
694,660,10.18,1.0,Elvis_Afrifa,Elvis Afrifa,1997-11-30,NED,1,FBK Stadium,Hengelo,NED,2024-06-28,1145,100_metres,male
695,660,10.18,0.1,Ryo_Wada,Ryo Wada,2000-05-18,JPN,1h1,Denka Big Swan Stadium,Niigata,JPN,2024-06-29,1145,100_metres,male
696,660,10.18,-0.4,Ryuichiro_Sakai,Ryuichiro Sakai,1998-03-14,JPN,1h3,Denka Big Swan Stadium,Niigata,JPN,2024-06-29,1147,100_metres,male
697,660,10.18,0.1,Bruno_Dede,Bruno Dede,1999-10-07,JPN,1sf3,Denka Big Swan Stadium,Niigata,JPN,2024-06-29,1145,100_metres,male
698,660,10.18,-0.8,Louie_Hinchliffe,Louie Hinchliffe,2002-07-18,GBR,1,Manchester Regional Arena,Manchester,GBR,2024-06-29,1149,100_metres,male
699,660,10.18,-0.6,Ronnie_Baker,Ronnie Baker,1993-10-15,USA,5,Bregyó Athletic Center,Szekesfehervár,HUN,2024-07-09,1148,100_metres,male
700,660,10.18,-0.7,Eloy_Benitez,Eloy Benitez,2003-05-07,PUR,5,Billy J. Murphy Track and Field Complex, Memphis,USA,2024-07-12,1149,100_metres,male
701,660,10.18,-0.7,Abel_Jordan,Abel Jordan,2003-09-18,ESP,1,Pistas Purificación Santamarta,Burgos,ESP,2024-07-13,1149,100_metres,male
702,660,10.18,-0.7,Seye_Ogunlewe,Seye Ogunlewe,1991-08-30,NGR,3h1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1149,100_metres,male
703,660,10.18,0.7,Jeff_Erius,Jeff Erius,2004-03-08,FRA,1h4,Stadium Municipal,Albi,FRA,2024-07-19,1145,100_metres,male
704,660,10.18,0.6,Lucas_Ansah-peprah,Lucas Ansah-peprah,2000-01-16,GER,1f3,Mommsenstadion,Berlin,GER,2024-07-26,1145,100_metres,male
705,660,10.18,0.6,Felipe_Bardi,Felipe Bardi,1998-10-08,BRA,4h1,Stade de France,Paris,FRA,2024-08-03,1145,100_metres,male
706,660,10.18,-0.3,Hassan_Taftian,Hassan Taftian,1993-05-04,IRI,5h5,Stade de France,Paris,FRA,2024-08-03,1146,100_metres,male
707,660,10.18,0.0,Emmanuel_Matadi,Emmanuel Matadi,1991-04-15,LBR,8sf2,Stade de France,Paris,FRA,2024-08-04,1145,100_metres,male
708,660,10.18,1.1,Hygor_Gabriel_Bezera,Hygor Gabriel Bezera,2002-10-08,BRA,1,CNDA,Braganca Paulista,BRA,2024-08-16,1145,100_metres,male
709,660,10.18,1.9,Rohan_Watson,Rohan Watson,2002-04-29,JAM,7,Stadion Śląski,Chorzów,POL,2024-08-25,1145,100_metres,male
710,660,10.18,1.8,Jt_Smith,Jt Smith,1998-01-12,USA,1h1,Ratinan Stadion,Tampere,FIN,2024-08-25,1145,100_metres,male
711,660,10.18,0.7,Jt_Smith,Jt Smith,1998-01-12,USA,5,Heinz-Steyer-Stadion,Dresden,GER,2024-08-30,1145,100_metres,male
712,660,10.18,1.1,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,2h2,Heinz-Steyer-Stadion,Dresden,GER,2024-08-30,1145,100_metres,male
713,660,10.18,-0.2,Shoto_Uno,Shoto Uno,2001-05-17,JPN,1h4,Prefectural Stadium,Fukui,JPN,2024-08-30,1146,100_metres,male
714,660,10.18,0.0,Aaron_Brown,Aaron Brown,1992-05-27,CAN,6,Olympiastadion,Berlin,GER,2024-09-01,1145,100_metres,male
715,660,10.18,0.3,Naoki_Inoue,Naoki Inoue,2003-09-16,JPN,1sf2,Todoroki Stadium,Kawasaki,JPN,2024-09-20,1145,100_metres,male
716,716,10.19,0.6,Rikkoi_Brathwaite,Rikkoi Brathwaite,1999-02-13,IVB,1f4,Pista Basilio Rodriguez,Carolina,PUR,2024-03-16,1142,100_metres,male
717,716,10.19,-0.1,Usheoritse_Itsekiri,Usheoritse Itsekiri,1998-01-31,NGR,2h1,University of Ghana Sports Stadium,Accra,GHA,2024-03-18,1142,100_metres,male
718,716,10.19,1.8,Paulo_Andre_Camilo,Paulo Andre Camilo,1998-08-20,BRA,3f1,Percy Beard Track, Gainesville,USA,2024-03-30,1142,100_metres,male
719,716,10.19,-0.3,Jamal_Miller,Jamal Miller,2000-07-19,JAM,1f3,Percy Beard Track, Gainesville,USA,2024-03-30,1143,100_metres,male
720,716,10.19,1.5,Da'marcus_Fleming,Da'marcus Fleming,2001-12-21,USA,2f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-03-30,1142,100_metres,male
721,716,10.19,1.6,Ryo_Wada,Ryo Wada,2000-05-18,JPN,1h1,Athletic Park,Ageo,JPN,2024-04-07,1142,100_metres,male
722,716,10.19,0.8,Andre_Ewers,Andre Ewers,1995-06-07,JAM,2f3,Percy Beard Track, Gainesville,USA,2024-04-13,1142,100_metres,male
723,716,10.19,1.8,Romell_Glave,Romell Glave,1999-11-11,GBR,1f1,Clyde Hart Track & Field Stadium, Waco,USA,2024-04-20,1142,100_metres,male
724,716,10.19,-0.4,Emanuel_Archibald,Emanuel Archibald,1994-09-09,GUY,2f1,Jamaica College Ashenheim Stadium,Kingston,JAM,2024-04-20,1144,100_metres,male
725,716,10.19,0.0,Max_Thomas,Max Thomas,2004-02-24,USA,1f1,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1142,100_metres,male
726,716,10.19,1.1,Zhiqiang_Wu,Zhiqiang Wu,1994-04-10,CHN,1f2,National Training Center, Clermont,USA,2024-04-20,1142,100_metres,male
727,716,10.19,1.7,Jereem_Richards,Jereem Richards,1994-01-13,TTO,1h6,National Training Center, Clermont,USA,2024-04-20,1142,100_metres,male
728,716,10.19,0.4,Keli_Zeng,Keli Zeng,2006-09-28,CHN,1,,Dubai,UAE,2024-04-25,1142,100_metres,male
729,716,10.19,-1.2,Jelani_Watkins,Jelani Watkins,,USA,1,Mike A. Myers Stadium, Austin,USA,2024-05-05,1149,100_metres,male
730,716,10.19,-1.5,Da'marcus_Fleming,Da'marcus Fleming,2001-12-21,USA,2h2,Percy Beard Track, Gainesville,USA,2024-05-10,1151,100_metres,male
731,716,10.19,0.6,Clinton_Muunga,Clinton Muunga,2002-07-08,ZIM,4h3,Percy Beard Track, Gainesville,USA,2024-05-10,1142,100_metres,male
732,716,10.19,0.1,Zachaeus_Beard,Zachaeus Beard,2000-09-30,USA,2,University of the Incarnate Word, San Antonio,USA,2024-05-11,1142,100_metres,male
733,716,10.19,1.2,Abel_Jordan,Abel Jordan,2003-09-18,ESP,1,Miller& Capriotti Athletics Complex, San Luis Obispo,USA,2024-05-11,1142,100_metres,male
734,716,10.19,0.3,Romell_Glave,Romell Glave,1999-11-11,GBR,3,Stadion Eggenberg,Graz,AUT,2024-05-12,1142,100_metres,male
735,716,10.19,1.3,Nicholas_Walsh,Nicholas Walsh,1997-07-27,GBR,1h2,Stadion Eggenberg,Graz,AUT,2024-05-12,1142,100_metres,male
736,716,10.19,0.5,Tyson_Tippett,Tyson Tippett,2003-02-11,USA,7,Potts Field, Boulder,USA,2024-05-12,1142,100_metres,male
737,716,10.19,2.0,Antonio_Laidler,Antonio Laidler,2000-08-08,USA,2,University of Michigan Outdoor Track Stadium, Ann Arbor,USA,2024-05-12,1142,100_metres,male
738,716,10.19,1.4,Jenns_Reynold_Fernández,Jenns Reynold Fernández,2001-01-04,CUB,2,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1142,100_metres,male
739,716,10.19,1.0,Seye_Ogunlewe,Seye Ogunlewe,1991-08-30,NGR,1f1,Enwag-Stadion,Wetzlar,GER,2024-05-18,1142,100_metres,male
740,716,10.19,0.9,Ebrahima_Camara,Ebrahima Camara,1996-09-18,GAM,2,Stade L. Achille,Fort-de-France,FRA,2024-05-18,1142,100_metres,male
741,716,10.19,0.6,Rikkoi_Brathwaite,Rikkoi Brathwaite,1999-02-13,IVB,1h2,Stade L. Achille,Fort-de-France,FRA,2024-05-18,1142,100_metres,male
742,716,10.19,-0.2,Sandrey_Davison,Sandrey Davison,2003-01-25,JAM,1f1,National Stadium,Kingston,JAM,2024-05-18,1143,100_metres,male
743,716,10.19,-0.8,Andre_De_Grasse,Andre De Grasse,1994-11-10,CAN,2,Le Grand Stade,Marrakech,MAR,2024-05-19,1146,100_metres,male
744,716,10.19,0.7,Dominique_Alexander,Dominique Alexander,2001-09-13,USA,6sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1142,100_metres,male
745,716,10.19,1.4,Myles_Thomas,Myles Thomas,,USA,6sf2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1142,100_metres,male
746,716,10.19,0.7,Sam_Blaskowski,Sam Blaskowski,2002-11-05,USA,1h2,Doug Shaw Memorial Stadium, Myrtle Beach,USA,2024-05-24,1142,100_metres,male
747,716,10.19,1.2,Rikkoi_Brathwaite,Rikkoi Brathwaite,1999-02-13,IVB,6,Hayward Field, Eugene,USA,2024-05-25,1142,100_metres,male
748,716,10.19,0.7,Jhonny_Renteria_Jimenez,Jhonny Renteria Jimenez,1997-03-26,COL,2f1,Estadio de Atletismo - Unidad Deportiva el Salitre,Bogotá,COL,2024-05-25,1142,100_metres,male
749,716,10.19,0.0,Lamont_Marcell_Jacobs,Lamont Marcell Jacobs,1994-09-26,ITA,3,Mestský Stadion,Ostrava,CZE,2024-05-28,1142,100_metres,male
750,716,10.19,0.0,Jerome_Blake,Jerome Blake,1995-08-18,CAN,3,Mestský Stadion,Ostrava,CZE,2024-05-28,1142,100_metres,male
751,716,10.19,-0.9,Jelani_Walker,Jelani Walker,1998-06-10,JAM,3,Edwin Moses Track, Atlanta,USA,2024-05-31,1147,100_metres,male
752,716,10.19,-1.0,Chituru_Ali,Chituru Ali,1999-04-06,ITA,3,Olympiastadion,Stockholm,SWE,2024-06-02,1148,100_metres,male
753,716,10.19,1.7,John_Otugade,John Otugade,1995-01-24,GBR,3er1,Lee Valley Athletics Centre,London,GBR,2024-06-02,1142,100_metres,male
754,716,10.19,1.7,Andrew_Robertson,Andrew Robertson,1990-12-17,GBR,4er1,Lee Valley Athletics Centre,London,GBR,2024-06-02,1142,100_metres,male
755,716,10.19,1.7,Emmanuel_Matadi,Emmanuel Matadi,1991-04-15,LBR,6,Stadion Juliska,Praha,CZE,2024-06-03,1142,100_metres,male
756,716,10.19,2.0,Malachi_Murray,Malachi Murray,2000-03-18,CAN,2h2,Alumni Stadium,Guelph,CAN,2024-06-04,1142,100_metres,male
757,716,10.19,0.7,Simon_Hansen,Simon Hansen,1998-06-30,DEN,7,Stadio Olimpico,Roma,ITA,2024-06-08,1142,100_metres,male
758,716,10.19,0.5,Guillem_Crespi,Guillem Crespi,2002-12-26,ESP,3sf3,Stadio Olimpico,Roma,ITA,2024-06-08,1142,100_metres,male
759,716,10.19,0.0,Cesar_Almiron,Cesar Almiron,2001-08-06,PAR,3,Gobierno Autónomo Municipal de Cochabamba,Cochabamba,BOL,2024-06-08,1142,100_metres,male
760,716,10.19,1.7,Andre_Edwards,Andre Edwards,1999-09-20,JAM,2h2,Emory Woodruff Physical Education Center, Atlanta,USA,2024-06-08,1142,100_metres,male
761,716,10.19,1.4,Yuhi_Mori,Yuhi Mori,2003-12-14,JPN,2f1,Lemon Gas Stadium,Hiratsuka,JPN,2024-06-15,1142,100_metres,male
762,716,10.19,1.2,Taymir_Burnet,Taymir Burnet,1992-10-01,NED,5f1,Centre sportif Bout-du-Monde,Geneve,SUI,2024-06-22,1142,100_metres,male
763,716,10.19,1.3,Joseph_Oduro_Manu,Joseph Oduro Manu,1996-07-26,GHA,1f1,Franklin Field, Philadelphia,USA,2024-06-22,1142,100_metres,male
764,716,10.19,0.1,Ameer_Webb,Ameer Webb,1991-03-19,USA,3h4,Hayward Field, Eugene,USA,2024-06-22,1142,100_metres,male
765,716,10.19,0.1,Elijah_Hall,Elijah Hall,1994-08-22,USA,4h4,Hayward Field, Eugene,USA,2024-06-22,1142,100_metres,male
766,716,10.19,0.1,Coby_Hilton,Coby Hilton,1998-04-08,USA,5h4,Hayward Field, Eugene,USA,2024-06-22,1142,100_metres,male
767,716,10.19,-0.1,Taylor_Banks,Taylor Banks,2000-10-10,USA,3h5,Hayward Field, Eugene,USA,2024-06-22,1142,100_metres,male
768,716,10.19,-0.7,Erik_Cardoso,Erik Cardoso,2000-03-03,BRA,3,Centro de Treinamento Paralímpico Brasileiro,São Paulo,BRA,2024-06-27,1146,100_metres,male
769,716,10.19,1.4,Meba_Mickael_Zeze,Meba Mickael Zeze,1994-05-19,FRA,5,Stade Josette et Roger Mikulak,Angers,FRA,2024-06-28,1142,100_metres,male
770,716,10.19,-0.5,Abel_Jordan,Abel Jordan,2003-09-18,ESP,1,Estadi Olímpic Camilo Cano,La Nucia,ESP,2024-06-28,1145,100_metres,male
771,716,10.19,0.4,Jazeel_Murphy,Jazeel Murphy,1994-02-27,JAM,5sf2,National Stadium,Kingston,JAM,2024-06-28,1142,100_metres,male
772,716,10.19,-0.6,Gaofei_Sui,Gaofei Sui,2001-04-19,CHN,1h1,Kuishan Sports Center,Rizhao,CHN,2024-06-28,1145,100_metres,male
773,716,10.19,1.3,Ryota_Suzuki,Ryota Suzuki,1999-06-25,JPN,1h4,Denka Big Swan Stadium,Niigata,JPN,2024-06-29,1142,100_metres,male
774,716,10.19,1.7,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,1f1,Stratford Community Track,London,GBR,2024-07-02,1142,100_metres,male
775,716,10.19,1.3,Jerome_Blake,Jerome Blake,1995-08-18,CAN,1,Stade Charlety,Paris,FRA,2024-07-07,1142,100_metres,male
776,716,10.19,-2.0,Pjai_Austin,Pjai Austin,2000-09-19,USA,2h1,Billy J. Murphy Track and Field Complex, Memphis,USA,2024-07-12,1154,100_metres,male
777,716,10.19,0.9,Roberto_Rigali,Roberto Rigali,1995-01-07,ITA,5f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1142,100_metres,male
778,716,10.19,0.8,Wanya_Mccoy,Wanya Mccoy,2003-03-29,BAH,3h1,Percy Beard Track, Gainesville,USA,2024-07-19,1142,100_metres,male
779,716,10.19,1.1,Benjamin_Azamati,Benjamin Azamati,1998-01-14,GHA,6h2,Percy Beard Track, Gainesville,USA,2024-07-19,1142,100_metres,male
780,716,10.19,0.6,Akihiro_Higashida,Akihiro Higashida,1995-12-13,JPN,5h1,Stade de France,Paris,FRA,2024-08-03,1142,100_metres,male
781,716,10.19,0.3,Gary_Noa_Jerrel_Bibi,Gary Noa Jerrel Bibi,2000-08-21,MRI,6h7,Stade de France,Paris,FRA,2024-08-03,1142,100_metres,male
782,716,10.19,0.7,Simon_Hansen,Simon Hansen,1998-06-30,DEN,3f1,Pramtalstadion,Andorf,AUT,2024-08-17,1142,100_metres,male
783,716,10.19,-0.4,Shoto_Uno,Shoto Uno,2001-05-17,JPN,1f1,Athletic Park Stadium,Sano,JPN,2024-08-17,1144,100_metres,male
784,716,10.19,-0.9,Bayanda_Walaza,Bayanda Walaza,2006-02-09,RSA,1,Estadio Atletico de la VIDENA,Lima,PER,2024-08-28,1147,100_metres,male
785,716,10.19,0.7,Gift_Leotlela,Gift Leotlela,1998-05-12,RSA,6,Heinz-Steyer-Stadion,Dresden,GER,2024-08-30,1142,100_metres,male
786,716,10.19,1.3,Shaun_Maswanganyi,Shaun Maswanganyi,2001-02-01,RSA,4,Stadio Quercia,Rovereto,ITA,2024-08-31,1142,100_metres,male
787,716,10.19,1.4,Emil_Mader_Kjær,Emil Mader Kjær,1999-12-20,DEN,1,Østerbro Stadium,Copenhagen,DEN,2024-09-03,1142,100_metres,male
788,716,10.19,-0.4,Shoma_Yamamoto,Shoma Yamamoto,2002-06-20,JPN,3,Todoroki Stadium,Kawasaki,JPN,2024-09-20,1144,100_metres,male
789,716,10.19,0.8,Carlos_Florez_Angulo,Carlos Florez Angulo,2003-05-26,COL,1,Estadio de Atletismo La Flora,Bucaramanga,COL,2024-09-27,1142,100_metres,male
790,790,10.2,-0.1,Okon_Israel_Sunday,Okon Israel Sunday,2006-11-11,NGR,1,Stephen Keshi Stadium,Asaba,NGR,2024-02-18,1138,100_metres,male
791,790,10.2,0.4,Neo_Modibe,Neo Modibe,2005-09-07,RSA,2,Pilditch Stadium,Pretoria,RSA,2024-03-21,1138,100_metres,male
792,790,10.2,1.6,Zachaeus_Beard,Zachaeus Beard,2000-09-30,USA,1f1,Bobcat Track and Field Complex, San Marcos,USA,2024-03-30,1138,100_metres,male
793,790,10.2,-0.3,Enoch_Adegoke,Enoch Adegoke,2000-03-08,NGR,1,Lekan Salami Stadium,Ibadan,NGR,2024-04-06,1139,100_metres,male
794,790,10.2,1.4,Cheickna_Traore,Cheickna Traore,2000-10-21,CIV,1f2,UMiami Cobb Stadium, Coral Gables,USA,2024-04-06,1138,100_metres,male
795,790,10.2,-1.2,Ryota_Suzuki,Ryota Suzuki,1999-06-25,JPN,1h2,Hamayama Park Athletic Field,Izumo,JPN,2024-04-13,1145,100_metres,male
796,790,10.2,-0.6,Ackeem_Blake,Ackeem Blake,2002-01-21,JAM,3,Egret Stadium,Xiamen,CHN,2024-04-20,1141,100_metres,male
797,790,10.2,1.6,Filippo_Tortu,Filippo Tortu,1998-06-15,ITA,6f1,National Training Center, Clermont,USA,2024-04-20,1138,100_metres,male
798,790,10.2,1.4,Nethaneel_Mitchell-blake,Nethaneel Mitchell-blake,1994-04-02,GBR,2h3,National Training Center, Clermont,USA,2024-04-20,1138,100_metres,male
799,790,10.2,1.4,Zhiqiang_Wu,Zhiqiang Wu,1994-04-10,CHN,3h3,National Training Center, Clermont,USA,2024-04-20,1138,100_metres,male
800,790,10.2,0.8,Patrick_Ize-iyamu,Patrick Ize-iyamu,,USA,1f7,Univ. of Arizona Roy P. Drachman Stadium, Tucson,USA,2024-04-27,1138,100_metres,male
801,790,10.2,1.0,Devin_Augustine,Devin Augustine,2003-12-02,TTO,1f8,Univ. of Arizona Roy P. Drachman Stadium, Tucson,USA,2024-04-27,1138,100_metres,male
802,790,10.2,1.0,Kalen_Walker,Kalen Walker,2001-10-13,USA,1f8,Univ. of Arizona Roy P. Drachman Stadium, Tucson,USA,2024-04-27,1138,100_metres,male
